"","CustID","Rating","Date","MovID","PredRat"
"103",2561301,4,"2005-07-15","11283",4.46694825417449
"104",1312661,5,"2004-08-24","12470",4.33413120145682
"105",18360,4,"2004-10-26","12470",4.20450571960629
"106",711263,2,"2002-10-01","6287",4.01148999210409
"107",688266,4,"2003-05-27","16242",4.33312879482975
"108",392426,4,"2004-01-09","16242",4.28408936661803
"109",814989,5,"2005-01-25","6287",4.36457803324731
"110",1784150,3,"2004-10-24","12470",3.58087457058023
"111",2188048,5,"2004-06-30","1905",3.59932152281448
"112",83756,4,"2005-03-03","6287",3.7422964383345
"113",1033235,3,"2004-06-16","11283",4.49366980320906
"114",389165,4,"2004-10-23","14313",4.11623326147163
"115",379350,4,"2005-01-30","11283",4.31305489762707
"116",217266,3,"2005-05-17","12470",3.14426073249295
"117",555831,5,"2002-05-11","15124",4.13908181215694
"118",1692249,3,"2005-02-01","12470",3.50696219930045
"119",1099833,4,"2005-01-12","16242",4.33796076096679
"120",1511076,5,"2003-06-13","16377",4.47411542555556
"121",574834,5,"2004-07-07","1905",3.78342321392119
"122",362038,5,"2005-02-27","15124",4.11051922092448
"123",1059451,4,"2004-03-09","1905",4.00869426784978
"124",317504,4,"2005-04-03","15205",5
"125",311875,5,"2000-10-29","14313",3.70148508922873
"126",1515210,4,"2005-06-06","12470",4.29362289908244
"127",45207,4,"2005-05-03","12470",4.73070798208472
"128",1534508,5,"2005-09-15","1905",4.0277816973106
"129",1341813,5,"2001-07-24","5317",4.24563043558869
"130",1323186,4,"2002-08-06","11283",4.07151750534557
"131",2648181,5,"2005-02-25","16377",4.79242557849954
"132",395747,5,"2005-02-24","16242",3.84219854611384
"133",1850091,4,"2004-08-03","15124",3.7644291526006
"134",1734790,5,"2005-03-08","1905",4.39844866955818
"135",2561301,5,"2004-11-08","12470",4.35887679310859
"136",1099833,4,"2005-01-12","12470",4.36743396302598
"137",2247938,4,"2005-06-30","12470",4.25415532337543
"138",540101,1,"2003-11-28","6287",2.96891647881396
"139",1947430,3,"2004-09-28","15124",2.78136977787602
"140",1606826,3,"2003-05-18","5317",4.47494994166883
"141",1177911,4,"2004-08-01","1905",3.08246394068853
"142",1319658,5,"2003-08-16","15124",3.99709133391294
"143",345186,4,"2005-02-01","12470",3.53171144015006
"144",507603,2,"2005-03-21","14313",2.07115172366198
"145",720503,4,"2004-05-05","5317",3.55437706125185
"146",42630,3,"2004-02-23","1905",4.53892993878554
"147",414777,4,"2004-01-25","16242",4.01889048789698
"148",1461435,4,"2002-01-19","12470",2.97650516978818
"149",1229628,5,"2004-08-08","12470",3.26595574526631
"150",942007,3,"2004-07-18","16242",3.92950580026947
"151",364376,5,"2004-12-13","15205",4.57779295258089
"152",1185193,4,"2005-01-25","16377",3.84460989196867
"153",2135802,5,"2004-06-21","6287",3.99560548188406
"154",481523,4,"2005-07-14","15205",4.18737896100531
"155",2332011,4,"2004-02-05","12470",3.85826849078785
"156",721546,4,"2005-07-18","14313",3.91681620344123
"157",1789648,5,"2005-07-02","15205",3.87527864108858
"158",2290013,5,"2004-10-15","15205",4.25440327281522
"159",786054,5,"2002-08-04","14313",3.90272727255111
"160",15402,3,"2004-06-14","5317",4.10955851952839
"161",2401475,4,"2002-06-21","5317",3.14157761582967
"162",310799,4,"2004-07-31","6287",3.51177937317042
"163",2508768,5,"2004-06-10","11283",3.91795311692108
"164",1321540,4,"2005-01-20","15205",3.91158809276515
"165",480115,5,"2004-06-30","15124",4.69069095963132
"166",275338,5,"2001-08-27","16377",4.17593035713116
"167",1907373,5,"2004-10-04","15205",4.82966910329408
"168",122524,5,"2002-10-19","11283",3.96081694032063
"169",618832,4,"2004-07-31","12470",4.33167682817133
"170",1522640,4,"2003-10-28","6287",3.70193444205558
"171",2503749,5,"2004-12-13","1905",3.449545955652
"172",540101,3,"2003-11-28","15124",2.79467172439271
"173",1829014,3,"2004-02-08","16377",4.43303549794823
"174",1445353,5,"2002-03-12","11283",3.09472700702945
"175",1354076,5,"2005-01-19","16242",4.6334891200422
"176",1341813,5,"2000-11-04","15124",4.26612098032359
"177",2182722,5,"2004-08-02","14313",4.17003919299876
"178",1829014,4,"2003-02-26","14313",4.24136044177673
"179",447707,3,"2005-03-28","14313",2.86872186909709
"180",537888,5,"2005-08-15","16242",4.4337780850678
"181",2638572,5,"2002-08-01","11283",4.06639014223342
"182",1399590,4,"2004-03-04","11283",3.85085464590868
"183",2510709,2,"2003-10-07","12470",3.65510108516449
"184",1363670,4,"2004-04-20","11283",4.49177676934205
"185",2018894,5,"2004-02-18","1905",4.4206221863496
"186",663627,4,"2002-08-25","14313",3.69968231000888
"187",1496080,4,"2005-02-21","1905",2.62349337975928
"188",795341,4,"2004-04-23","14313",4.02697576552189
"189",2540343,5,"2004-05-20","1905",4.2907581934819
"190",2444362,4,"2002-10-14","14313",3.10331626741608
"191",1330284,5,"2005-10-25","14313",4.34414495093625
"192",1754146,5,"2005-09-16","16242",3.35771998887393
"193",45207,5,"2005-04-25","15124",4.59003661135668
"194",2628143,3,"2004-07-26","15205",3.4392489739374
"195",1521774,4,"2004-01-29","16242",4.08922609029523
"196",1783142,4,"2004-09-30","11283",3.99923546996043
"197",731941,4,"2004-05-13","1905",3.71865863122399
"198",2356793,5,"2005-02-28","12470",4.87625414332805
"199",2095812,3,"2005-06-06","16242",3.25026130074939
"200",1717532,5,"2003-09-08","16377",4.79242557849954
"201",2152465,4,"2005-07-19","15124",4.48989059777814
"202",657985,3,"2003-08-06","5317",4.25111113481812
"203",2492392,1,"2004-01-04","14313",2.58060144875701
"204",364376,5,"2004-01-29","16242",4.60755426847965
"205",1059451,3,"2004-06-06","11283",4.17881225054147
"206",631633,2,"2004-10-22","15205",3.62993195670081
"207",52029,5,"2005-01-12","16377",5
"208",2226510,4,"2002-11-09","15124",4.12845106831412
"209",734448,5,"2004-12-05","12470",4.00834208811784
"210",2002671,3,"2004-10-03","15205",3.33742475789968
"211",2272065,3,"2004-11-05","15205",3.59466018127674
"212",1256990,5,"2005-03-23","5317",4.07146405726385
"213",1947430,5,"2004-04-03","11283",2.92825520286909
"214",738747,3,"2004-11-10","16242",4.17236539529543
"215",1480900,5,"2005-06-26","5317",4.72925676182291
"216",869446,4,"2004-04-22","11283",3.79453269479852
"217",159719,4,"2005-08-17","1905",3.63767078939769
"218",2083074,2,"2005-02-01","15205",3.79439732787001
"219",1503049,5,"2005-07-08","1905",4.25931590376536
"220",295718,4,"2004-01-27","1905",3.10767141832702
"221",2467136,5,"2002-01-12","16377",4.10190713073189
"222",1947413,4,"2004-08-26","5317",3.81913455788145
"223",2177085,5,"2005-10-21","15124",4.40030072380031
"224",752642,2,"2001-02-05","12470",3.19545860421189
"225",1464315,5,"2004-10-13","6287",4.55679494955024
"226",1706831,4,"2004-08-06","16242",4.4810670064118
"227",29892,4,"2004-06-17","6287",4.21514000500473
"228",1963686,4,"2003-05-09","5317",4.29075010263076
"229",1046634,5,"2004-04-14","16377",3.99695325554896
"230",229570,5,"2004-10-19","12470",3.73394634022316
"231",1110479,4,"2005-05-11","14313",3.84397483119685
"232",2244589,4,"2004-09-14","14313",3.6519366728597
"233",1926239,5,"2004-08-27","6287",3.67417617802633
"234",976615,4,"2003-02-28","11283",3.73073328968648
"235",657836,4,"2005-10-07","11283",3.74306881161212
"236",2115908,2,"2002-11-06","5317",4.11342265311779
"237",1979497,4,"2002-04-07","11283",3.77005366238386
"238",941279,4,"2004-07-06","1905",3.94998640623601
"239",1711351,5,"2004-07-21","1905",4.41011299673896
"240",2018894,5,"2004-05-18","12470",4.35200764030536
"241",1534508,4,"2005-07-18","12470",4.05447327385638
"242",1065598,4,"2004-05-12","1905",4.21950091363781
"243",2290013,5,"2005-04-04","6287",4.3190550068068
"244",1935050,5,"2001-03-07","16377",5
"245",83756,4,"2004-12-13","15124",3.61731225510382
"246",2536604,2,"2003-08-18","16242",3.42009976001343
"247",1805448,2,"2002-10-04","11283",4.62998367941649
"248",2467136,5,"2002-06-04","11283",4.18902825099276
"249",1379133,4,"2003-11-06","16377",4.60252552082792
"250",578263,4,"2004-09-09","16242",4.3876216061433
"251",661098,4,"2005-07-28","12470",3.18595764828234
"252",1137719,5,"2005-11-08","1905",3.29874886267839
"253",1829014,4,"2003-09-21","16242",4.28149649620677
"254",2416290,4,"2003-09-09","16377",3.40944422311354
"255",2279956,5,"2005-04-27","15124",3.80793896651531
"256",2467365,3,"2002-06-10","5317",3.82994247415089
"257",311875,4,"2004-02-13","1905",3.74884833068022
"258",129766,3,"2001-06-23","12470",3.38820635527742
"259",1061195,4,"2003-10-02","12470",4.15481746645403
"260",2628143,3,"2004-12-01","16242",3.43329471743082
"261",1330284,5,"2005-10-25","15124",4.2277396033747
"262",101564,3,"2005-09-21","16242",3.13725633182713
"263",2135802,5,"2004-06-21","11283",4.29537647925515
"264",397929,4,"2004-07-01","12470",4.01213574370416
"265",2492392,2,"2003-07-01","16377",2.52966020733063
"266",1511076,5,"2003-06-30","14313",4.39753789969548
"267",1305271,3,"2005-06-05","15124",3.98296338382881
"268",1099833,3,"2005-01-12","5317",4.45158683381281
"269",163155,2,"2003-01-11","14313",3.4314978944515
"270",827380,5,"2002-10-26","12470",3.84187277329361
"271",2619082,3,"2004-12-09","16242",4.24451536069829
"272",2272065,4,"2004-01-27","1905",3.56985205978301
"273",97893,4,"2005-06-01","15124",3.61804594072115
"274",2541764,3,"2005-08-12","12470",3.48924875742984
"275",916398,3,"2005-07-07","15205",4.03012937806982
"276",433636,5,"2005-07-05","15205",3.33248462076575
"277",1929371,4,"2004-11-01","5317",4.11233259674687
"278",203890,3,"2004-06-11","6287",3.57267945977028
"279",1963686,5,"2004-10-18","15205",4.15705055490523
"280",2540343,4,"2003-12-26","16242",4.36065601282504
"281",1229628,5,"2004-08-08","5317",3.37967496040374
"282",1330284,4,"2005-10-25","5317",4.31254508536775
"283",1744821,4,"2005-09-16","11283",4.1035742421059
"284",1669465,4,"2003-09-08","14313",4.19310095930174
"285",1687961,2,"2004-02-14","14313",3.70000469455219
"286",740294,5,"2004-12-18","6287",4.63700030631872
"287",2085421,4,"2005-07-14","16377",4.2427980712231
"288",1494197,5,"2005-03-27","1905",4.43103303126652
"289",1388216,4,"2005-03-28","6287",3.60743039829918
"290",2541764,5,"2005-08-12","16377",3.35375811981781
"291",546713,3,"2003-11-12","15124",3.56639452837982
"292",234639,4,"2002-03-09","12470",4.05595773685217
"293",1405395,4,"2004-10-20","15124",3.40593647809786
"294",701443,4,"2002-05-31","5317",4.15408883521282
"295",384496,5,"2004-10-18","15205",4.260816901586
"296",994838,4,"2004-10-08","14313",3.74057014695574
"297",1388216,5,"2005-02-17","1905",3.6056661681806
"298",1717532,5,"2003-09-10","11283",4.85193334820864
"299",862778,4,"2004-01-20","1905",3.16244835457604
"300",310799,3,"2003-05-30","5317",3.59412776707812
"301",814979,3,"2005-04-17","12470",4.40737324203123
"302",433636,1,"2005-07-05","5317",3.77739810010881
"303",108936,4,"2004-05-06","5317",4.29724879418922
"304",2129206,3,"2004-05-03","5317",3.90629473735215
"305",2555272,4,"2005-06-20","16242",2.99334750290456
"306",474112,5,"2005-02-28","12470",4.85445383875667
"307",1534508,5,"2005-07-18","14313",4.08987824134305
"308",1991038,4,"2004-12-14","1905",4.21642095372669
"309",2351580,3,"2003-12-08","5317",3.82036253605361
"310",574542,4,"2004-10-27","16377",3.67563217368306
"311",303002,5,"2004-10-14","11283",4.3617758118197
"312",2382165,5,"2005-09-24","11283",4.14341176646742
"313",2604897,2,"2001-01-15","6287",3.82919352826686
"314",2238629,3,"2003-02-12","6287",3.84730709516647
"315",76916,5,"2004-03-05","1905",2.86202054532748
"316",102028,3,"2005-01-25","6287",4.44436469457744
"317",1461435,1,"2002-02-13","6287",3.31143786544564
"318",1997103,3,"2004-10-03","15205",3.78501142069063
"319",1825087,5,"2003-06-22","12470",3.98017772884263
"320",2188048,3,"2005-04-05","14313",3.80905887180292
"321",2476202,1,"2005-07-04","5317",3.17611222688306
"322",699988,5,"2005-07-13","14313",4.59673491670894
"323",1354076,4,"2004-12-27","15124",4.77579358206075
"324",1405395,4,"2004-10-21","15205",3.39313253127017
"325",2332011,3,"2003-09-30","5317",3.93022963224197
"326",431019,5,"2004-01-16","16242",4.04265496061165
"327",2604897,4,"2001-01-15","14313",3.73545735949953
"328",1580069,5,"2004-03-29","11283",4.278625744669
"329",1108018,4,"2005-04-18","15124",3.6040899401531
"330",1559083,4,"2003-04-14","16377",4
"331",814989,5,"2005-01-25","1905",4.37982060917667
"332",1099833,4,"2005-01-12","14313",4.38656069572766
"333",2427026,4,"2003-05-02","5317",3.60876949707087
"334",234606,4,"2004-09-06","5317",3.61890806329752
"335",2118461,5,"2005-10-20","16242",4.86436667294634
"336",472729,4,"2004-06-07","16377",3.67597489069198
"337",311374,3,"2005-09-19","16242",4.12914031695624
"338",393966,3,"2003-07-20","6287",3.55077728205757
"339",2083074,4,"2005-06-18","6287",3.54378361742195
"340",83756,3,"2004-12-29","12470",3.78111903888303
"341",332079,5,"2005-10-17","6287",3.89678684970446
"342",786054,4,"2004-06-07","1905",3.93872711177826
"343",2541764,3,"2005-08-02","1905",3.4708558515565
"344",1290262,4,"2001-09-09","5317",3.69635786210886
"345",328779,5,"2004-10-06","16377",3.7606538409136
"346",2560582,5,"2001-06-21","5317",4.25825241491407
"347",989932,3,"2003-08-14","5317",3.9604458396541
"348",1806407,4,"2004-12-30","6287",3.67632628512019
"349",2272065,3,"2003-07-12","14313",3.75415932327428
"350",1515210,2,"2005-06-06","15205",4.5908931655438
"351",700049,4,"2001-06-04","16377",3.22616681676257
"352",1399590,3,"2004-03-04","15124",3.58027777804683
"353",827380,5,"2002-10-26","15124",3.84686278936459
"354",1027371,4,"2005-08-17","5317",4.27254556678524
"355",699988,5,"2005-07-13","1905",4.52842074917491
"356",826270,5,"2001-08-29","11283",4.44158919920088
"357",2476202,5,"2005-07-04","16377",2.79614207253636
"358",1333152,4,"2005-01-05","6287",3.66447828887168
"359",1209220,4,"2004-01-28","6287",3.46768253650864
"360",163155,1,"2004-12-27","15205",3.46161957403991
"361",2382165,3,"2005-07-09","15124",4.13203693156693
"362",2128766,4,"2003-01-07","5317",4.04951284853087
"363",1461435,4,"2002-01-16","11283",3.18994274972244
"364",2628370,4,"2004-12-07","14313",4.88556951774822
"365",2177085,5,"2005-09-08","12470",4.4056202175637
"366",2123534,3,"2005-05-31","12470",4.04082469151017
"367",246119,5,"2005-07-16","15124",4.57501213352973
"368",864172,4,"2005-01-19","15205",4.17614828273616
"369",555831,5,"2000-02-17","12470",4.14599276051563
"370",2255529,4,"2005-08-08","16242",4.41838127472368
"371",2536604,4,"2004-12-20","1905",3.26616450097005
"372",1410444,3,"2005-05-11","12470",3.24827569819685
"373",2510709,4,"2003-10-07","16242",3.40012931700742
"374",397929,4,"2004-10-21","15205",4.00488252085915
"375",1690697,4,"2004-06-11","11283",3.5589984715963
"376",1207170,3,"2003-10-07","5317",3.85522472580437
"377",2638572,4,"2002-05-30","12470",3.95214918459508
"378",1002418,4,"2004-07-30","14313",3.91079284039522
"379",1873732,3,"2005-07-07","14313",4.41002665072957
"380",2115908,3,"2002-12-04","16242",3.91268672823543
"381",340453,4,"2004-04-02","1905",3.40242767810074
"382",779328,4,"2001-03-01","6287",3.5860517672715
"383",1534508,4,"2005-07-18","6287",4.06855663923359
"384",941279,4,"2004-05-27","12470",3.93275123875175
"385",1543231,5,"2004-11-10","14313",3.63676192125697
"386",474112,5,"2005-02-07","14313",4.88556951774822
"387",2548281,3,"2004-08-07","14313",2.77470761398078
"388",1480900,5,"2002-09-20","6287",4.74554899580983
"389",243868,3,"2005-05-02","15205",4.58354924204485
"390",2536316,2,"2003-11-04","15124",3.99635864864428
"391",1406872,5,"2004-10-09","11283",4.50342445319763
"392",651230,3,"2005-02-21","15205",3.68659132754981
"393",431019,5,"2004-02-09","16377",4.28684497725579
"394",738747,5,"2004-11-03","1905",3.97053836713096
"395",1363670,5,"2004-03-25","16377",4.3362104561953
"396",1254683,5,"2004-02-09","6287",3.22928827478697
"397",1520166,3,"2002-07-19","12470",4.49559804209294
"398",2587440,5,"2005-03-05","16242",4.5566074721886
"399",2242472,5,"2004-12-07","11283",4.49090714757413
"400",1825087,5,"2004-01-23","1905",4.07787553789596
"401",1970974,4,"2005-12-06","14313",4.51823458371008
"402",735103,2,"2005-06-13","12470",4.55926828109937
"403",239928,5,"2003-05-12","11283",4.62935625919885
"404",1412392,5,"2005-01-26","14313",4.7192690472849
"405",2391096,4,"2002-06-23","5317",4.70882171180195
"406",227295,3,"2002-10-26","16377",4.84219961122677
"407",121098,4,"2004-05-17","14313",3.19573766152243
"408",833483,4,"2005-04-26","14313",4.81091308789246
"409",1834137,4,"2004-10-23","15205",4.04322959103273
"410",2244589,4,"2003-11-13","16242",3.57736481090468
"411",481523,5,"2005-07-14","1905",4.1692142674119
"412",1445236,4,"2005-07-17","16242",4.08539026151553
"413",652389,3,"2004-08-24","12470",4.43552242442742
"414",661098,3,"2005-08-09","15124",3.4115691623647
"415",2331985,5,"2004-10-31","1905",3.79939574470514
"416",2492323,5,"2004-05-13","11283",4.86556423869497
"417",1935981,4,"2004-11-24","11283",3.15348551317186
"418",2002671,1,"2003-01-27","11283",3.25842823037344
"419",1146038,3,"2003-12-11","1905",4.05610385293436
"420",1914553,4,"2002-05-13","5317",4.27052864791414
"421",414777,3,"2004-01-25","5317",4.26304319893901
"422",1424487,4,"2004-11-09","15205",3.58453224672242
"423",942007,4,"2004-07-14","5317",3.81084136558546
"424",413885,3,"2005-01-24","15205",3.26965470553131
"425",1606826,4,"2003-12-14","1905",4.29691206773015
"426",1276913,5,"2002-05-10","15124",4.91172940148029
"427",735103,4,"2005-06-13","16242",4.27142301074152
"428",661098,5,"2005-07-28","16377",3.38900485558553
"429",1068114,4,"2004-11-29","16377",3.2954834176914
"430",70483,4,"2002-07-15","16377",3.14373036581448
"431",2444362,3,"2002-10-14","15124",3.25308201675577
"432",1892170,5,"2005-07-23","11283",4.78903578615418
"433",99844,4,"2005-01-11","5317",3.72843196867809
"434",728626,5,"2005-06-15","14313",3.84249443652031
"435",1354076,4,"2004-12-13","1905",4.73921262664163
"436",2566973,4,"2002-10-26","15124",3.53823110557453
"437",386947,5,"2002-07-21","15124",4.41049057976335
"438",833483,5,"2005-04-26","12470",4.6606514144162
"439",1135480,4,"2004-01-30","15124",4.74966528130125
"440",2536604,5,"2004-12-22","11283",3.68606465188434
"441",395747,3,"2004-03-19","15124",4.14785058311411
"442",1130133,4,"2003-03-23","6287",3.54718866045276
"443",594870,5,"2005-08-03","16242",4.33497528679116
"444",2360987,3,"2004-09-09","14313",3.53771550538579
"445",770230,3,"2004-11-27","15205",4.59022306482559
"446",972399,3,"2005-02-20","16377",2.82753871741112
"447",661098,4,"2005-07-28","15205",3.19844770286338
"448",958123,3,"2004-10-13","16242",3.7243971177329
"449",221694,3,"2004-05-01","16377",3.48675762560888
"450",173337,5,"2003-07-02","6287",4.78376294820079
"451",1979497,4,"2001-01-19","16242",3.72133447034739
"452",1503049,4,"2005-07-26","15124",4.32650720214098
"453",81478,4,"2004-10-17","12470",4.04490187912669
"454",2229525,4,"2004-09-08","11283",3.68862050644286
"455",660499,4,"2005-06-01","15124",3.53537876852618
"456",273292,3,"2003-10-13","16242",3.46959351430313
"457",2135192,4,"2004-12-03","16242",4.54700376369761
"458",566690,5,"2004-06-07","1905",3.58820183228668
"459",246119,3,"2005-07-16","5317",4.73618542468591
"460",1907373,5,"2002-06-15","6287",4.71779279498648
"461",989932,4,"2004-01-08","6287",3.68201858241449
"462",1406872,5,"2004-06-01","15124",4.51081994472479
"463",1388216,3,"2005-03-28","15205",3.79403443503398
"464",2538954,3,"2005-08-07","16377",3.91204464022073
"465",2274990,3,"2003-08-25","5317",4.1809975762523
"466",2470471,3,"2004-11-17","15205",3.39202978755534
"467",776228,3,"2005-03-29","15205",4.22357264454066
"468",1380322,3,"2005-07-09","5317",3.8595992969103
"469",1829014,5,"2004-02-02","1905",4.19660022226276
"470",1669465,3,"2003-09-08","5317",4.29988164633338
"471",2536316,3,"2003-11-04","12470",3.83680922099497
"472",2638572,4,"2002-05-30","14313",4.04785870691461
"473",481523,3,"2005-07-14","5317",4.29373777515359
"474",360260,3,"2005-02-09","16242",4.35244451743787
"475",1363670,5,"2004-03-24","14313",4.3703679074938
"476",1281290,5,"2003-08-26","15124",4.02084051347669
"477",2085421,4,"2005-07-08","15205",4.36165132316517
"478",600797,4,"2004-12-07","15205",4.22804091047833
"479",1543231,3,"2004-11-25","15205",3.69621448923722
"480",734448,4,"2004-12-09","11283",4.09673068809576
"481",1233478,5,"2004-12-12","11283",4.47308390733529
"482",1410444,4,"2005-02-28","11283",3.54736128405075
"483",2508768,4,"2004-06-10","5317",3.72125607443432
"484",1227848,4,"2004-11-28","16242",4.48051248317387
"485",1148103,4,"2004-07-30","12470",4.3321073798895
"486",2356793,5,"2005-04-06","15205",4.87631631734108
"487",2360987,5,"2004-09-09","15124",3.18841661209825
"488",1806407,4,"2004-08-26","16377",3.85659074312288
"489",2130756,5,"2005-02-07","12470",4.34601219561533
"490",2138522,3,"2005-09-24","14313",3.49072662055252
"491",1519073,5,"2001-10-25","14313",4.39326357213135
"492",2130144,3,"2005-09-08","15205",3.93590008480473
"493",2188048,4,"2004-06-03","6287",3.63815492745974
"494",1743212,3,"2003-06-27","16242",3.92161640796799
"495",2641206,5,"2004-11-10","15205",5
"496",2009901,3,"2004-12-23","16242",3.83819944891165
"497",1717532,5,"2003-09-08","15124",4.74236388157873
"498",311374,2,"2005-09-19","15205",4.22063151561859
"499",386947,5,"2002-11-09","16242",4.44204037461079
"500",1027371,4,"2000-01-15","6287",4.26074690879979
